Sanskar Child Developement Centre,"33, Jawaharnagar Society, Vasna, Ahmedabad - 380007, Near Anjali Cross Road, Bhatta","+(91)-9825015027 , 9327076724",,,3.4,"Schools , Playgroups , Kindergartens , Nursery Schools , Child Development"
Shree Ganesh Vidhyalaya,"Raghuvir Park Society Part 2, Nikol Gam Road, Nikol Gam, Ahmedabad - 382350","+(91)-79-22890436 , +(91)-9824272191 , 22890613",,,3.0,Schools
Saurabh High School,"New Vadaj, Ahmedabad - 380013, Near Bhavsar Hostel",+(91)-79-27647393,,,3.9,"Schools , Gujarati Medium Schools , Gseb Schools"
Ganesh Vidyalaya,"Opp Vyas Wadi, New Vadaj, Ahmedabad - 380013, Nr Shrinath Apartment","+(91)-79-27644486 , +(91)-9824053676",,,4.4,"Schools , Gujarati Medium Schools , Gseb Schools"
Shaurya Army Pre School,"Ahmedabad Cantonment, Shahibaug, Ahmedabad - 380004, Near Hanuman Camp","+(91)-79-22862997 , +(91)-9376242069 , 7567187744 , 22852560",,,4.0,"Schools , CBSE Schools , Playgroups , Kindergartens"
Meghdoot Vidhya Vihar,"Daxini Society, Maninagar, Ahmedabad - 380008, Near Rama Park",+(91)-79-25462562,http://www.meghdootvidyavihar.com,,3.6,"Schools , Gujarati Medium Schools , Gseb Schools"
Geeta Higher Secondary School,"Geeta Housing Scheme, Ranip, Ahmedabad - 382480, Opposite Kalpataru Flat",+(91)-79-27522333,,,4.3,"Schools , Gujarati Medium Schools , Gseb Schools"
Sarvoday Vidhyamandir,"Bapu Nagar, Ahmedabad - 380024, Opposite Samjuba Hospital, Near Dinesh Chambers",+(91)-79-22749443,,,4.0,"Schools , Gujarati Medium Schools , Gseb Schools"
S S Divine School,"Shreeji Dham Campus, Science City Road, Sola, Ahmedabad - 380060, Opposite Science City","+(91)-79-29299944 , +(91)-9426255514",,,3.9,"Schools , English Medium Schools , Playgroups , Gujarati Medium Schools , Gseb Schools , Kindergartens"
Bhagwati Vidhyalaya,"Hirawadi Road, Bapu Nagar, Ahmedabad - 380024",+(91)-79-22733880,,,3.5,Schools
Green Lawn School,"Vatva Road, Isanpur, Ahmedabad - 382443, Nr Jethabhai Vav",+(91)-79-25891611,,,4.5,"Schools , English Medium Schools , Schools For Higher Secondary , Schools For Secondary"
Nelsons Primary School,"Kankaria, Ahmedabad - 380022, Opposite Jaldhara Water Park, Opposite Bal Vatika, Near Amar Society",+(91)-79-25460832,,,4.3,"Schools , English Medium Schools , Gseb Schools"
Karmachari Shiksan Tirth,"Karmachari Nagar Part 1, Ghatlodia, Ahmedabad - 380061, Near Pani Ni Tanki","+(91)-79-27430889 , +(91)-9925105049",http://kstm-school.ord,,3.5,"Schools , Gujarati Medium Schools , Gseb Schools , Nursery Schools , Schools For Higher Secondary , Schools For Secondary"
S D Vyas Sharda Vidya Mandir,"Vaibhav Nagar, C T M Cross Road, CTM, Ahmedabad - 380026, Opposite Bhairavi Tower","+(91)-79-25850861 , +(91)-9825109851",,,4.1,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
New Little Flower School,"Purshottam Park, Chandkheda, Ahmedabad - 382424, Near D Cabin","+(91)-79-27509917 , +(91)-9824430510 , 27630318",,,4.8,"Schools , Playgroups , English Medium Schools , Gseb Schools"
Gurunanak & Chandraketu Pandya English Medium School,"Kumbhnath Society, Maninagar, Ahmedabad - 380008, Near Aavkar Hall",+(91)-79-25450086,,,4.8,"Schools , English Medium Schools , Kindergartens , Gseb Schools"
Raghuvir Vidhya Vihar,"Naroda, Ahmedabad - 382330",+(91)-7600007665,,,0.0,Schools
Shraddha High School,"Satellite, Ahmedabad - 380051",+(91)-9428350690,,,4.3,Schools
Uma Vidhyalaya,"Naroda Road, Ahmedabad - 382330",+(91)-9662046483,,,3.8,Schools
Navnirman High School,"Ranip, Ahmedabad - 382480, Behind Mahesh Party Plot, Near Municipal Office","+(91)-79-27524029 , +(91)-9879471365 , 9824862147",,,4.3,"Schools , Gujarati Medium Schools , Gseb Schools"
Pulkit Vidhyalay,"Paldi, Ahmedabad - 380007, B/H Paldi Post Office, Opp Fatehnagar Petrol Pump","+(91)-79-26636754 , 26603859 , 26635992",,,3.7,"Schools , English Medium Schools , Gujarati Medium Schools"
L J Pre Primary & Secondary English School,"L J College Campus, Vastrapur, Ahmedabad - 380015, Near IIM",+(91)-79-26731124,,,4.0,"Schools , English Medium Schools , Gseb Schools"
Government Girls High School,"Raykadh, Ahmedabad Ho, Ahmedabad - 380001, Near Bazar",+(91)-9426363760,,,5.0,"Schools , Girls Schools , Schools For Higher Secondary , Public Schools"
Saraswat School,"Global Mission Campus, K K Nagar Road, Ghatlodia, Ahmedabad - 380061","+(91)-79-65240369 , +(91)-9824411369",,,4.2,"Schools , Gujarati Medium Schools , Gseb Schools"
Seventh Day Adventist English School,"JAY Surya Nagar, Nikol Kathwada Road, Nikol Gam, Ahmedabad - 382350","+(91)-79-22951952 , +(91)-9909871835",,,3.9,"Schools , English Medium Schools , ICSE Schools"
The New Navrang School,"Suhail Park, Sarkhej Road, Sarkhej, Ahmedabad - 382210, Behind Navrang Society, Fatehwadi","+(91)-79-26828104 , +(91)-9376114062 , 9998899875",http://www.thenewnavrang.schoolofgujarat.com,,3.5,"Schools , Playgroups , Gujarati Medium Schools , Gseb Schools , Kindergartens"
Sharda Vidyalaya,"A/1, Harimukund Society, Jivraj Park Cross Road, Jivraj Park, Ahmedabad - 380051","+(91)-79-26817023 , +(91)-9898203112 , 9712903112",,,3.8,"Schools , Gujarati Medium Schools , Gseb Schools"
Shiv Vidhyalay,"Jantanagar Road, Ghatlodia, Ahmedabad - 380061, Behind Water Tank, Opposite Harsiddh Park Society","+(91)-79-27481037 , +(91)-9427061876",,,4.8,"Schools , Gujarati Medium Schools , Schools For Higher Secondary , Schools For Secondary"
Rachana School,"Octroi Naka Lane, New Vadaj, Ahmedabad - 380013, Near New Vadaj Under Bridge, Akhbarnagar Circle","+(91)-79-27620885 , +(91)-9426519428",,,3.6,"Schools , Gujarati Medium Schools , Gseb Schools"
D P High School,"132ft Ring Road, New Vadaj, Ahmedabad - 380013, Near Bhavsar Hostel","+(91)-79-27644080 , +(91)-9408133983",,,4.1,"Schools , English Medium Schools , Gujarati Medium Schools , Gseb Schools"
Hosanna Mission Higher Secondary School,"National Highway No 8, Bapu Nagar, Ahmedabad - 380024, Opp Viratnagar Bus Stop",+(91)-79-22775219,,,3.7,"Schools , English Medium Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools"
Akshay High School,"Bapu Nagar, Ahmedabad - 380024, Near Ghanti Bus Stand, Shri Ramjibhai Patel Chowk",+(91)-79-22747432,,,4.2,"Schools , English Medium Schools , Gujarati Medium Schools , Gseb Schools"
Kailash Education Trust,"33, Jyoti Darshan Society, Rameshwar Mahadev Road, Meghaninagar, Ahmedabad - 380016, Near Parnakunj ...","+(91)-79-22680352 , 22680545",,,3.8,"Schools , Gujarati Medium Schools , Gseb Schools"
Shri Jaymanben Dave & Sheth Shri Hirabhai Kanya Vidyalaya,"Bhairavnath Road, Maninagar, Ahmedabad - 380008, Vallabhwadi",+(91)-79-25460626,,,4.2,"Schools , Gujarati Medium Schools , Gseb Schools"
Shantiniketan Vidhyalaya,"Ghatlodia, Ahmedabad - 380061, Sector 3, Chanakyapuri","+(91)-79-27662816 , +(91)-9825126796",,,5.0,"Schools , Gujarati Medium Schools , Gseb Schools"
D. L. A Academy For Little People C.B.S.E School,"Plot No.422, Judges Bunglow Road, Bodakdev, Ahmedabad - 380054",+(91)-79-26857527,,,3.0,"Schools , Playgroups , English Medium Schools"
Kidzee,"Bunglow No 12, Aaryavrat Society, Maninagar East, Ahmedabad - 380008, Near Hatkeshwar Circle, Opposi...","+(91)-8980788899 , 8141188899",,,0.0,"Schools , English Medium Schools , Playgroups , Nursery Schools , Kindergartens"
Arpan Vidhyalay,"Nirant Cross Road, Vastral, Ahmedabad - 380026, Oppsoite Tejendra Park Society","+(91)-79-22893494 , +(91)-9925221991",,,3.3,"Schools , Gujarati Medium Schools , Gseb Schools"
R R Dwivedi High School,"Vejalpur, Ahmedabad - 380051, Near Vastrapur Railway Crossing","+(91)-79-26813531 , 26820178",,,4.5,"Schools , Gujarati Medium Schools , Gseb Schools"
Shree Muktajivan Vidhyalaya,"Modi Estate, National High 8, Isanpur Cross Road, Isanpur, Ahmedabad - 382443, Opposite Samrat Nagar",+(91)-79-25730333,,,3.8,"Schools , Gujarati Medium Schools , Gseb Schools"
Geeta Vidhyalaya,"Baliavas, Amraiwadi, Ahmedabad - 380026, Near Amraiwadi Gam",+(91)-79-22771036,,,4.3,"Schools , Gujarati Medium Schools , Gseb Schools"
Shree New Vidhyavihar School,"Sankalchand Bapuchand Vadi, New Vadaj, Ahmedabad - 380013, Near Vadaj Bus Stand",+(91)-79-27642856,,,3.8,"Schools , Gujarati Medium Schools , Gseb Schools"
Vasna Nanodara Primary School,"Sarkhej Road, Sarkhej Bavla Highway, Ahmedabad - 380054, Nr Bavla",+(91)-9574856751,,,0.0,"Schools , English Medium Schools , Gujarati Medium Schools , Hindi Medium Schools , IGCSE Schools , Girls Schools , Special Schools , Schools For Higher Secondary"
Shree Rambali Vidhyalay,"Moti Nagar Society, Mahalaxmi Cross Road, Paldi, Ahmedabad - 380007",+(91)-79-26607381,,,4.0,"Schools , Gujarati Medium Schools , Kindergartens , Schools For Higher Secondary , Schools For Secondary"
Sharda Higher Secondary School,"Bhuyangdev Char Rasta, Sola Road, Ahmedabad - 380061, Nr Utsav Party Plot",+(91)-79-27470849,,,3.5,"Schools , Gujarati Medium Schools , Gseb Schools"
Sabarmati Kanya Vidyalaya,"Ramnagar Chowk, Sabarmati, Ahmedabad - 380005, Near Bank Of India",+(91)-79-27503700,,,4.0,"Schools , Gujarati Medium Schools , Gseb Schools"
Little Flower School,"Naroda, Ahmedabad - 382330",+(91)-9429517647,,,5.0,Schools
New Noble School,"Naroda, Ahmedabad - 382330",+(91)-9426304781,,,4.5,Schools
M S Public School,"Gangad, Ahmedabad - 382240",+(91)-9824978669,,,0.0,Schools
Sanskar Vidyalaya School,"Satellite Road, Ahmedabad - 380015",+(91)-9913338890,,,3.5,Schools
Dharmanagar Vidhyalaya,"Dharam Nagar, Ahmedabad - 380005",+(91)-9426310381,,,2.0,Schools
Manikrupa High School,"Ioc Road, Chandkheda, Ahmedabad - 382424",,,,0.0,Schools
EuroKids,"1 AashianaBunglows, Judges Bunglow Road, Bodakdev, Ahmedabad - 380054, Opp, Judges Banglows",+(91)-79-30236516,,,3.9,"Schools , Playgroups , Kindergartens , Nursery Schools"
Silver Bells School,"Bapu Nagar, Ahmedabad - 380024, Near Anil Starch Mills",+(91)-79-22747410,,,3.7,"Schools , English Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
Muktjivan English School,"Ghodasar, Ahmedabad - 380050, Near Avkar Hall",+(91)-9825038336,,,3.8,"Schools , English Medium Schools"
C U Shah Primary School,"Gls Campus, Ellis Bridge, Ahmedabad - 380006, Opposite Law Garden",+(91)-79-26445431,,,3.6,"Schools , English Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
Gurukrupa Vidhyalaya,"Ctm Cross Road, Ramol Naroda Road, Amraiwadi, Ahmedabad - 380026","+(91)-79-25851208 , +(91)-9428121061",,,4.0,"Schools , Gujarati Medium Schools"
G B Shah Jyoti High School,"Nagar Sheth No Vando, Relief Road, Ahmedabad - 380001, Nr Collector Office",+(91)-79-25508721,,,5.0,"Schools , Gujarati Medium Schools"
Nutan Prathmik Shala / Nutan Vidyavihar,"Prabhat Chawk, Ghatlodia, Ahmedabad - 380061",,,,4.0,"Schools , Gujarati Medium Schools , Kindergartens"
Saraswati Vidya Mandal,"Saraspur, Ahmedabad - 380018","+(91)-79-22920537 , 22923365 , 22921923",,,4.4,"Schools , Gujarati Medium Schools , Schools For Higher Secondary"
Shivam Vidyalaya,"Krishna Nagar, Ahmedabad - 382345, Behind Priya Theatre","+(91)-79-22810899 , +(91)-9825037475 , 9825887567 , 22810699",,,4.1,"Schools , English Medium Schools , Gujarati Medium Schools , Gseb Schools , Nursery Schools"
St Pauls English School,"Nikol Gam, Ahmedabad - 382350, Opposite Khodiyar Temple, Mayur Estate","+(91)-79-29293535 , +(91)-9898105599",,,3.7,"Schools , Playgroups , English Medium Schools , Gseb Schools"
Suflam Vidyalaya,"A/2, Kushan Nagar, Ambavadi, Ahmedabad - 380015, Near Silver Park, Near Jagnnath Mahadev","+(91)-79-26440116 , +(91)-9904519169",,,0.0,"Schools , Gujarati Medium Schools , Gseb Schools"
Zed School,"Gurukul Road, Memnagar, Ahmedabad - 380052, Opposite Sarjan Tower, Near Sonal Cross Road And Planet ...",+(91)-79-30922669,,,0.0,"CBSE Schools , Schools , English Medium Schools , ICSE Schools , Girls Schools , Schools For Higher Secondary , Schools Nursery To X , Schools Nursery To VII , School For Boys"
Udgam Vidyalaya,"Himanshu Park, CTM Express Highway, Ctm, Ahmedabad - 380026","+(91)-79-25850216 , +(91)-9725001707",,,0.0,"Schools , English Medium Schools , Gujarati Medium Schools , Gseb Schools , Nursery Schools"
M N Vidhyalay,"B/33, Krishna Park, Vatva Gam Road, Vatva, Ahmedabad - 382440, Ashopalav Society",+(91)-79-25897657,,,5.0,"Schools , Gujarati Medium Schools , Gseb Schools"
DON Bosco English School,"Housing Colony, Sahijpur Bogha, Ahmedabad - 382345, Krishna Nagar","+(91)-79-22802100 , +(91)-9998553377 , 9427048647",,,4.3,Schools
Shivam Vidhyalay,"Naroda, Ahmedabad - 382330",+(91)-9824578588,,,3.7,Schools
Vidhyanagar High School,"Thakkarbapa Nagar, Ahmedabad - 382350",+(91)-9898528560,,,3.0,Schools
The New Age High School,"Sarkhej Road, Ahmedabad - 380055",+(91)-9898348153,,,4.0,Schools
Sharda Vidhya Mandir,"Isanpur, Ahmedabad - 382443",+(91)-9925591931,,,4.0,Schools
Sanghvi High School,"Naranpura, Ahmedabad - 380013",+(91)-9925001634,,,4.3,Schools
Future Gems Preschool & Day Care,"Hirajain Society, Sabarmati, Ahmedabad - 380005, Opposite Ashapurna Temple, Ramnagar","+(91)-9723351379 , 9427386879",,,5.0,"CBSE Schools , Schools , English Medium Schools , Language Classes For English , Playgroups , Language Classes For English Conversation , Summer Camps , ICSE Schools , Day Care Centres , Activity Class , Language Classes , Nursery Schools , IGCSE Schools , Kindergartens , Personality Development , Mother Toddler Activity Centres , Vacation Batch Coaching Class , Institutes For Self Development , Personality Development Trainers , Public Schools , Schools Nursery To VII , Schools Nursery To X , Tutorials For English"
Nelsons High School,"Shahpur Ahmedabad, Ahmedabad - 380004, Near Shahpur Bahai Centre","+(91)-79-25600121 , 25510130",http://www.nelsonschool.com,,4.1,"Schools , English Medium Schools , Gseb Schools"
The Prakash High School,"Bareja, Ahmedabad - 382425, Ta Daskroi",+(91)-2718-282355,,,3.7,"Schools , Gujarati Medium Schools , Gseb Schools"
Tripada Gurukulam,"Viramgam Shankheswar Road, Viramgam, Ahmedabad - 382150, Village Bhojwa","+(91)-2715-295422 , +(91)-9979033303",http://www.tripada.com,,3.0,"Schools , English Medium Schools , Boarding Schools , Gseb Schools"
Bhavin Vidhyavihar,"Mukta Puspanjali, Prl Road, Thaltej, Ahmedabad - 380054, Near Panetar Party Plot","+(91)-79-26852152 , +(91)-9824691121",,,4.8,"Schools , Gujarati Medium Schools , Gseb Schools"
Euro Kids,"14, Anjali Cross Road,Dungarshree Nagar - 1, Paldi, Ahmedabad - 380007, Near Sheth Hospital",+(91)-79-33012907,,,4.0,"Schools , Playgroups , Nursery Schools , Kindergartens"
Blossom Primary School,"Rozi Kunad Bunglow, Khanpur Road, Ahmedabad - 380001, Opposite Royal Apartment, Nehru Bridge Corner","+(91)-79-25500363 , +(91)-9825063704 , 25503441",,,4.0,"Schools , English Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
Khalsa Little Flower School,"Maheshwari Society, Bapu Nagar, Ahmedabad - 380024, Near Amber Cinema","+(91)-79-65248767 , +(91)-9227844880",,,4.2,"Schools , English Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
New Vibgyor High International School,"Parshvanath Township, Naroda, Ahmedabad - 382330, Nr Prerna Bunglows",,,,0.0,"Schools , English Medium Schools , ICSE Schools"
Diamond International School,"Sarkhej, Ahmedabad - 382210, Near Kharakuva Water Tank",+(91)-79-26826293,,,4.3,"Schools , English Medium Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
S G Patel High School,"Gomtipur, Ahmedabad - 380021, Near Gomtipur Darwaja",,,,0.0,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools"
Shri Gurukul Vidhyamandir High School,"Isanpur, Ahmedabad - 382443",+(91)-9426322224,,,5.0,Schools
Navrachana Higher Secondary School,"Jantanagar, Ahmedabad - 382449",+(91)-9825411512,,,5.0,Schools
Andh Apang Higher Secondary School,"Ghatlodia, Ahmedabad - 380061",+(91)-9427966152,,,5.0,Schools
Shree Sharda Girls High School,"Ahmedabad Ho, Ahmedabad - 380001",+(91)-9898117371,,,0.0,Schools
Vidhyanagar Girls High School,"Bapu Nagar, Ahmedabad - 380024",+(91)-9723528950,,,3.7,Schools
Saraswati Vidhyalaya,"Vatva, Ahmedabad - 382440",+(91)-9904083160,,,3.0,Schools
Good Shephard High School,"Nr CTM Char Rasta, CTM, Ahmedabad - 380026, B/H Cinghamandir,",+(91)-79-25855004,,,0.0,"Schools , English Medium Schools"
Parsi Montessory School,"Vakil Compound, Khanpur, Ahmedabad - 380001, Near Gujarat Samachar",+(91)-79-25505708,,,0.0,"Schools , English Medium Schools , Gseb Schools"
Nutan High School,"Karmayog V Trust Building, Sabarmati, Ahmedabad - 380005, Near Jawahar Chowk","+(91)-79-27509498 , +(91)-9825555315",,,4.1,"Schools , Gujarati Medium Schools , Gseb Schools"
Modern High School,"A-01, Bhavani Mandir Street, Sundarkuva Road, Dhandhuka, Ahmedabad - 382460, Near Swaminarayan Mandir",+(91)-2713-223265,,,0.0,"Schools , Gujarati Medium Schools"
Classic Primary School,"Royal Nawab Avenue, Classic Paradise Building, 2nd Floor, Sarkhej Road, Ahmedabad - 380055, Near Agr...","+(91)-79-26821765 , +(91)-9824017478",http://www.bachpanglobal.com,,4.0,"Schools , CBSE Schools , Playgroups , English Medium Schools , Kindergartens , Nursery Schools"
Sharda Shishu Vihar Higher Secondary School,"Satyanarayan Society 1, Jivrajpark, Vejalpur, Ahmedabad - 380051",+(91)-79-26824989,,,3.3,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools"
Jiviba Sikshan Sankul,"Hariom Nagar, Ghodasar, Ahmedabad - 380050, Near Cadila Bridge","+(91)-79-25892708 , +(91)-9879353353 , 9825812231",,,4.5,"Schools , Gujarati Medium Schools , Gseb Schools"
Shree G C Girls High School,"Raipur, Ahmedabad - 380001, O/S Raipur Gate",+(91)-79-25454462,,,5.0,"Schools , Gseb Schools , Girls Schools"
SMY Shahpur Tutorials High School,"Shahpur Ahmedabad, Ahmedabad - 380004, Near Gandhi Bridge, Outside Shahpur Gate",+(91)-79-25600915,,,0.0,"Schools , Gujarati Medium Schools , Gseb Schools"
Democratic High School,"Gomtipur, Ahmedabad - 380021",,,,3.7,Schools
Saraswati Higher Secondary School,"Ajay Tenament P-5, Vastral Road, Vastral, Ahmedabad - 382418","+(91)-79-22870396 , +(91)-9420805832 , 9327014856",,,3.5,"Schools , Gujarati Medium Schools , Schools For Higher Secondary"
Varahi Higher Secondery School,"Nr Santidham Flat, Sabarmati, Ahmedabad - 380005, Nr D Cabin","+(91)-79-27500660 , +(91)-9824596198 , 9327835215",,,4.4,"Schools , English Medium Schools , Gujarati Medium Schools , Schools For Higher Secondary , Schools For Secondary"
Vandana School,"2, Swetapark Society, T D International Lane, Ambawadi To Bhuderpura Road, Ambawadi, Ahmedabad - 380...",+(91)-79-26426850,,,4.1,"Schools , Playgroups , English Medium Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
Saraswati Vidhyamandir,"Ramrajyanagar, Odhav Cross Road, Highway Road, Odhav Gam, Ahmedabad - 382415","+(91)-79-22873569 , +(91)-9824540267 , 22892556",,,5.0,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
Sahyog Madhyamic School,"Sahyog Madhyamic School, Odhav Gam, Ahmedabad - 382415, Opp. C.m.c","+(91)-79-22831057 , +(91)-9825171065 , 24487441",,,4.8,"Schools , Gujarati Medium Schools , Schools For Higher Secondary , Public Schools"
Krishna Vidhyalaya,"National Highway No 8, Bapu Nagar, Ahmedabad - 380024, Near Manharnagar Part 1",+(91)-79-22700581,,,0.0,"Schools , Gujarati Medium Schools , Gseb Schools"
Elite Boarding School,"Bhat Dascroi, Ahmedabad - 382210",,,,4.0,Schools
Ashish Hindi Madhyamik Vidhyalaya,"Ahmedabad Ho, Ahmedabad - 380001",+(91)-9825056186,,,0.0,Schools
Bliss English School,"Maninagar, Ahmedabad - 380008, Near Maninagar Railway Crossing, Opposite Kashi Vishwanath Mahadev Te...","+(91)-79-22730503 , +(91)-9825068030",,,3.2,"Schools , English Medium Schools , Gujarati Medium Schools , Gseb Schools"
Democratic High School,"Khokhra Memdavad Road, Maninagar East, Ahmedabad - 380008, Near Asmita Society, Opposite Kashivishna...",+(91)-79-22774781,,,3.5,"Schools , Gujarati Medium Schools , Gseb Schools , Schools For Higher Secondary , Schools Nursery To X"
Arpan Education High School,"Gst Crossing, Ranip, Ahmedabad - 382470, Near Tirupati Society",+(91)-79-27520382,,,5.0,"Schools , Gujarati Medium Schools , Gseb Schools"
Adarsh High School,"F Ward, Kubernagar, Ahmedabad - 382340, Near Tankshal Pole",+(91)-79-22802697,,,4.7,"Schools , English Medium Schools , Gseb Schools"
Caterpillar Wings,"Bunglow No 38, Income Tax Staff Society, Gurukul Road, Memnagar, Ahmedabad - 380052","+(91)-79-27498057 , +(91)-9408573414 , 9429365663",,,3.7,"Schools , Playgroups , Kindergartens , Nursery Schools"
J N Balika Vidhyalaya,"Achabhai Mill Compound, Saraspur, Ahmedabad - 380018, Near Ambedkar Hall",+(91)-79-22925353,,,5.0,"Schools , Gujarati Medium Schools , Gseb Schools , Girls Schools"
Mahila Vanijya Mahavidyalaya,"Sardar Patel Vidhyabhavan, Amber Cinema Road, Bapu Nagar, Ahmedabad - 380024, Patel Wadi","+(91)-79-22731244 , +(91)-9426611711 , 9426611411 , 22741244",,,0.0,"Schools , Girls Schools"
Paras English School,"Bapu Nagar, Ahmedabad - 380024, Near LAL Bahadur Stadium, Near 133 Last Bus Stop","+(91)-79-22747677 , +(91)-9924008844",,,4.5,"Schools , English Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
Ever Green Sindhi School,"Jawahar Colony, Sardar Nagar, Ahmedabad - 382475, Ambawadi","+(91)-79-22869337 , +(91)-9824717041",,,4.3,"Schools , English Medium Schools , Gujarati Medium Schools , Gseb Schools"
Dr C G Higher Secondary School,"Sardar Nagar, Ahmedabad - 382475, Sindhi Colony","+(91)-79-22864074 , +(91)-9924386262",,,4.4,"Schools , Gseb Schools"
St Marys School,"Sabarmati, Ahmedabad - 380019, Near Vallabh Park, New Railway Colony, D Cabin","+(91)-79-27506061 , +(91)-9426766837 , 9409407064",,,4.0,"Schools , English Medium Schools , Nursery Schools , Schools Nursery To VII"
Shalin Vidyalaya,"C/O Shalin Education Trust, Arti Society, Naroda Road, Naroda, Ahmedabad - 382330, Nr Pulin Park, Nr...",+(91)-79-22818117,,,4.0,"Schools , English Medium Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
Khel Khel Me Pre School & After School,"51/3 B, Shyamal Raw House, Shyamal Cross Road 100 Feet Road, Satellite, Ahmedabad - 380015, Near San...","+(91)-79-65445327 , +(91)-9429029490",,,4.3,"Schools , Playgroups , Kindergartens , Nursery Schools"
Balprasoon Vidyalaya,"132 Feet Ring Road, Memnagar, Ahmedabad - 380052, Vallinath","+(91)-79-27911057 , +(91)-9824024017",,,4.0,Schools
Piyuraj Vidhyalaya,"Krishna Nagar, Ahmedabad - 382345, Sardar Chowk",+(91)-79-22819064,,,4.0,"Schools , Gujarati Medium Schools , Gseb Schools"
klay  prep school and day care,"shop no b 7 Satellite complex, paramchandnagar road, Satellite, Ahmedabad - 380015, opp to mansi tower","+(91)-79-40028004 , +(91)-8141010112",,,5.0,"Schools , Playgroups , English Medium Schools , Kindergartens"
Cadila High School,"Hajapatel Ni Pole, B/H Calico Dome, Relief Road, Ahmedabad Ho, Ahmedabad - 380001",+(91)-79-65246246,,,0.0,"Schools , English Medium Schools"
Vidyanagar High School,"Vejalpur, Ahmedabad - 380051",+(91)-9879231102,,,4.5,Schools
Bharat Driving School & Auto Advisor,"Paldi, Gujrat, Paldi, Ahmedabad - 380007",+(91)-9228150590,,,0.0,Schools
Shri R J Patel Shriji Vidyalaya,"Bapu Nagar, Ahmedabad - 380024",+(91)-9824851506,,,2.0,Schools
Crescent Play Group,"45,Triveni Park Society, Thaltej, Ahmedabad - 380054, Nr Surdhara Circle,",+(91)-79-26560878,,,0.0,"Schools , Playgroups"
Shri Panchtirth Secondary School,"Naroda, Ahmedabad - 382330",+(91)-9879960666,,,3.0,Schools
Delight Public School,"33, Devdas, D Cabin Road, Sabarmati, Ahmedabad - 380005, Opposite Panchayat Watertank, Vallabh Park","+(91)-79-27503717 , +(91)-9824165289 , 9428044109 , 27505069",,,5.0,"CBSE Schools , Schools , English Medium Schools , Gujarati Medium Schools"
Navrang Vidyalaya,"Behind Nirma University, Sarkhej Gandhinagar Highway, Ahmedabad - 380055, Nr Godrej Garden City Jaga...",+(91)-9824008817,,,4.5,"Schools , English Medium Schools , Gujarati Medium Schools , Kindergartens , Nursery Schools"
Pankaj Vidyalaya,"Plot No 627, Ambavadi, Ahmedabad - 380015, Near Gulbai Tekra","+(91)-79-26445836 , +(91)-9924859296",,,0.0,"Schools , Gujarati Medium Schools , Gseb Schools"
Rahe Khair Girls High School,"Jamalpur, Ahmedabad - 380022, Opposite Jamalpur Pagathiya, Khamasa Chakla",+(91)-79-25392786,,,2.0,"Schools , Gujarati Medium Schools , Schools For Higher Secondary"
"Olive Green International School,","Ahmedabad Ho, Ahmedabad - 380001, Besides Ahmedabad Dental College,Near Arjun Farm,",+(91)-79-32516832,,,0.0,Schools
Sarthak School,"1, Bhuminagar Society, Ghatlodia, Ahmedabad - 380061, Near Kalasagar Mall, Behind SAI Baba Temple","+(91)-79-27480108 , +(91)-9898432523",,,3.7,"Schools , Playgroups , English Medium Schools , Gujarati Medium Schools , Kindergartens"
School of Achiever,"C/O Nishkal Campus, Vijaynagar Road, Naranpura, Ahmedabad - 380013, Near Sanghavi School",+(91)-9228001361,http://www.schoolofachiever.com,,4.5,"Schools , English Medium Schools , Gujarati Medium Schools , Gseb Schools , Schools Nursery To X , Schools Nursery To VII"
Noble Higher Secondary School,"Krishna Nagar Colony, Krishna Nagar, Ahmedabad - 382345, Near Saijpur",+(91)-79-22842381,,,4.0,"Schools , Gujarati Medium Schools , Gseb Schools"
Dipak School,"Nikol Naroda Road, Nikol Gam, Ahmedabad - 382350","+(91)-79-29292244 , +(91)-9898888181",http://www.dipakschool.in,,5.0,"Schools , Gujarati Medium Schools , Gseb Schools"
Sheth Nanubhai Vidhyamandir,"Naroda, Ahmedabad - 382330",+(91)-9979260233,,,0.0,Schools
Sagar Vidyalaya,"Murlidhar Society, Kathwada Road, Naroda, Ahmedabad - 382330, Opposite Sumanatinath Society","+(91)-79-22816231 , +(91)-9909008752",,,5.0,"Schools , Gujarati Medium Schools , Kindergartens , Gseb Schools , Nursery Schools"
